"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.023111990830412,0.493409620647037,0.971788036885223,0
"2","theta[1]",0.017614323958801,0.216431521213229,0.584346291153776,0.05
"3","theta[1]",0.0201423683991744,0.164487922812919,0.409355712613678,0.1
"4","theta[1]",0.0323847607175255,0.130949618222268,0.285380994089993,0.221428571428571
"5","theta[1]",0.0363548566639155,0.118856705906895,0.239324793049145,0.342857142857143
"6","theta[1]",0.0431159509019374,0.116403619701001,0.218384551219175,0.464285714285714
"7","theta[1]",0.0504907847869859,0.113803225980888,0.20493411629005,0.585714285714286
"8","theta[1]",0.0494878731315369,0.111022440555581,0.195207330983051,0.707142857142857
"9","theta[1]",0.0538979092739341,0.109815236351065,0.181199968132562,0.828571428571429
"10","theta[1]",0.0542701994661055,0.108316853334146,0.175226080542577,0.95
"11","theta[1]",0.0578839143334305,0.107372474214513,0.173075747489027,1
