"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.0285452213255869,0.507053071499137,0.97431620468367,0
"2","theta[1]",0.0437938545037353,0.115012001127843,0.211592685361972,0.05
"3","theta[1]",0.055655172726487,0.108505333399282,0.177001428028513,0.1
"4","theta[1]",0.0664915373327494,0.103363156361673,0.146899446685588,0.221428571428571
"5","theta[1]",0.0737568550021799,0.103268590938273,0.138559856648295,0.342857142857143
"6","theta[1]",0.0750052804267322,0.101369422701003,0.130628510026176,0.464285714285714
"7","theta[1]",0.0787256042374423,0.101072516692222,0.126246805967099,0.585714285714286
"8","theta[1]",0.0802584517840035,0.101345083919838,0.123984420544322,0.707142857142857
"9","theta[1]",0.0827088392345985,0.101733617799468,0.123237754525756,0.828571428571429
"10","theta[1]",0.0830910248856848,0.100965485892359,0.120381867941724,0.95
"11","theta[1]",0.0830140902516037,0.100667851028965,0.119936331461685,1
