"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.176370081922868,0.200671991232192,0.226380846042713,0
"2","theta[1]",0.177692695976946,0.201010739082208,0.225955772719929,0.05
"3","theta[1]",0.178819689016137,0.200775944858744,0.224484669143562,0.1
"4","theta[1]",0.178076683783088,0.199870886033448,0.222996488584247,0.15
"5","theta[1]",0.177959681232707,0.200232131674986,0.223778298882296,0.2
"6","theta[1]",0.179408820809877,0.200546566112686,0.222415850155252,0.25
"7","theta[1]",0.179967618311998,0.200303849503226,0.222279714679495,0.3
"8","theta[1]",0.178700485629423,0.200336135952883,0.222584760138385,0.35
"9","theta[1]",0.18150930399966,0.200713528894826,0.222018286733739,0.4
"10","theta[1]",0.180948357683531,0.201022652657765,0.222264541760945,0.45
"11","theta[1]",0.181677786898336,0.200310504683264,0.220645074998493,0.5
"12","theta[1]",0.180903313466762,0.199878848018184,0.219871271253324,0.55
"13","theta[1]",0.180984706870609,0.200001419498298,0.220358510606245,0.6
"14","theta[1]",0.18083785201411,0.200284975741103,0.22037580565831,0.65
"15","theta[1]",0.181049584263539,0.20022881075477,0.219832471175837,0.7
"16","theta[1]",0.18184014774367,0.200524967592981,0.220740237323528,0.75
"17","theta[1]",0.182765388940384,0.200440967705339,0.219650983685755,0.8
"18","theta[1]",0.183147714949137,0.200572052664925,0.218890677725121,0.85
"19","theta[1]",0.182894312035303,0.200185835057947,0.218635197217523,0.9
"20","theta[1]",0.182901698245139,0.200542622629085,0.217859880641396,0.95
"21","theta[1]",0.182513848553137,0.200016677288366,0.218170223315017,1
