"","parameter","lwr","mean","upr","a_0"
"1","mu[1]",-2.91686171815475,-1.08185853579705,2.00787762870391,0
"2","sigma[1]",0.534526935487207,3.89823051805348,9.51526618842437,0
"3","mu[1]",-0.666190717009296,-0.029048281411592,0.630375166261356,0.05
"4","sigma[1]",0.416770744491098,0.810682750329153,1.77063961564026,0.05
"5","mu[1]",-0.198412667517123,-0.0776654759092739,0.053125153973562,0.393103448275862
"6","sigma[1]",0.236369957591311,0.317509896347439,0.428671200287092,0.393103448275862
"7","mu[1]",-0.161934287263825,-0.0883223982095229,-0.0139868925404903,0.736206896551724
"8","sigma[1]",0.187034062166857,0.234095383834091,0.294270923586762,0.736206896551724
"9","mu[1]",-0.13979843971506,-0.0911649744291903,-0.0405546434156536,1.07931034482759
"10","sigma[1]",0.162216047569514,0.193496377051142,0.235820043071029,1.07931034482759
"11","mu[1]",-0.131963256782433,-0.0937086012946723,-0.055498066036327,1.42241379310345
"12","sigma[1]",0.144630797506114,0.169338246466591,0.199831278557672,1.42241379310345
"13","mu[1]",-0.123907718109547,-0.0947798764907764,-0.0642771078108316,1.76551724137931
"14","sigma[1]",0.131818534230184,0.151798609030216,0.176049016922217,1.76551724137931
"15","mu[1]",-0.121961676384626,-0.0953060276518049,-0.0692116135177646,2.10862068965517
"16","sigma[1]",0.122041823088993,0.139285999792549,0.15927141469542,2.10862068965517
"17","mu[1]",-0.117645744076925,-0.0959283931835329,-0.073729616841596,2.45172413793103
"18","sigma[1]",0.113545902668554,0.129178554634102,0.147821975784614,2.45172413793103
"19","mu[1]",-0.116455136435893,-0.0968646374660225,-0.0778872260117231,2.7948275862069
"20","sigma[1]",0.108245055942609,0.120936574046789,0.136373419817429,2.7948275862069
"21","mu[1]",-0.114709640152813,-0.0967802322591691,-0.0792361816734042,3.13793103448276
"22","sigma[1]",0.102404320281653,0.11410085945644,0.127591196736207,3.13793103448276
"23","mu[1]",-0.113013444918251,-0.097286493216251,-0.0818267767506129,3.48103448275862
"24","sigma[1]",0.0974967672921026,0.108331059927182,0.120511393973529,3.48103448275862
"25","mu[1]",-0.111834467435377,-0.097492071414421,-0.0831473779129751,3.82413793103448
"26","sigma[1]",0.0937370720697062,0.103180304576821,0.113645593457823,3.82413793103448
"27","mu[1]",-0.110783702887852,-0.0975343446572933,-0.0840355875707398,4.16724137931034
"28","sigma[1]",0.0901604404233025,0.0991242036104285,0.109439000242943,4.16724137931034
"29","mu[1]",-0.109855176391191,-0.0977815154637469,-0.0850934618437172,4.51034482758621
"30","sigma[1]",0.0868355858353044,0.0951640544066473,0.104975995575598,4.51034482758621
"31","mu[1]",-0.109784424215581,-0.0978873482216736,-0.0863144629354916,4.85344827586207
"32","sigma[1]",0.084089577461579,0.0918568968558836,0.100413912199482,4.85344827586207
"33","mu[1]",-0.108774137529543,-0.0980793205152367,-0.0874586915843647,5.19655172413793
"34","sigma[1]",0.0815602545950765,0.0886198286792159,0.0964829966917593,5.19655172413793
"35","mu[1]",-0.10823468526099,-0.0982440626215988,-0.0879869829489112,5.53965517241379
"36","sigma[1]",0.0789271978763286,0.0858505231344989,0.0933458609698753,5.53965517241379
"37","mu[1]",-0.108009523252113,-0.0983879956591639,-0.0887105198762976,5.88275862068965
"38","sigma[1]",0.0770480436638654,0.0833961277037457,0.0902742451419455,5.88275862068965
"39","mu[1]",-0.107536250087067,-0.0984128837239122,-0.0894272858920383,6.22586206896552
"40","sigma[1]",0.0746983087455004,0.0810261657355916,0.0879344764436321,6.22586206896552
"41","mu[1]",-0.106802642821623,-0.0985195149048455,-0.0898179681865681,6.56896551724138
"42","sigma[1]",0.0732813287681511,0.0788865537652396,0.0851216097771117,6.56896551724138
"43","mu[1]",-0.106668141405563,-0.0987156232917265,-0.09057960602467,6.91206896551724
"44","sigma[1]",0.0716274919731778,0.0769343972177225,0.0827091731181913,6.91206896551724
"45","mu[1]",-0.106445755287553,-0.098606313425876,-0.0908067526326629,7.2551724137931
"46","sigma[1]",0.0701185625075928,0.0751901376428763,0.0808151997301911,7.2551724137931
"47","mu[1]",-0.105941570115702,-0.098732448260776,-0.0914446307384976,7.59827586206896
"48","sigma[1]",0.0683442804531622,0.0733811973083905,0.0787274876626831,7.59827586206896
"49","mu[1]",-0.106067436197261,-0.0987900900399926,-0.0916615705408155,7.94137931034483
"50","sigma[1]",0.0671080086034547,0.0719658976481805,0.0768671734501824,7.94137931034483
"51","mu[1]",-0.105592842475058,-0.0988314303414938,-0.0919905521517047,8.28448275862069
"52","sigma[1]",0.0654872613051442,0.0702874922253832,0.0755139925288296,8.28448275862069
"53","mu[1]",-0.105577794297948,-0.098953080186493,-0.0924737877914294,8.62758620689655
"54","sigma[1]",0.0645324659781416,0.0689662616242019,0.0736539056744348,8.62758620689655
"55","mu[1]",-0.105008964302425,-0.0989520727359011,-0.0929019504840376,8.97068965517241
"56","sigma[1]",0.0634542755540119,0.0675650240056388,0.0720141895164227,8.97068965517241
"57","mu[1]",-0.104924008407493,-0.0989787520358515,-0.0930096603367762,9.31379310344828
"58","sigma[1]",0.0622649282224031,0.0662930846634343,0.0707094045106037,9.31379310344828
"59","mu[1]",-0.104932250906638,-0.0990829760128893,-0.0933550893150671,9.65689655172414
"60","sigma[1]",0.0609881376640913,0.0650946042052736,0.0692605856338292,9.65689655172414
"61","mu[1]",-0.104614181807432,-0.0991618805902966,-0.0937154734258397,10
"62","sigma[1]",0.0600258716947745,0.0639941295067206,0.068206207364962,10
