"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.0257795111205774,0.504734512437673,0.977304220737127,0
"2","theta[1]",0.0463046623689259,0.290113927505004,0.647582774084867,0.05
"3","theta[1]",0.0629691548380644,0.250926235755355,0.523902501481954,0.1
"4","theta[1]",0.0757577138601625,0.238322462850899,0.448851227465269,0.170833333333333
"5","theta[1]",0.087252965154399,0.221108146135561,0.383010699003472,0.241666666666667
"6","theta[1]",0.0974351348980853,0.217225368764345,0.378834038916604,0.3125
"7","theta[1]",0.107407446098841,0.215768219032589,0.352068196108777,0.383333333333333
"8","theta[1]",0.112423221730824,0.213876510229243,0.341026403151809,0.454166666666667
"9","theta[1]",0.112040395688303,0.210079182825843,0.325533088349807,0.525
"10","theta[1]",0.115134886085156,0.208384077684082,0.317633990242902,0.595833333333333
"11","theta[1]",0.121188997585838,0.207725076936671,0.308136901048434,0.666666666666667
"12","theta[1]",0.12422532425287,0.208282197803028,0.305923900547924,0.7375
"13","theta[1]",0.126224749732702,0.208232409911962,0.302913157350173,0.808333333333333
"14","theta[1]",0.132506230361343,0.206770360327669,0.294928906611132,0.879166666666667
"15","theta[1]",0.133781998418321,0.208479185569852,0.295279326722986,0.95
"16","theta[1]",0.134098264468655,0.20575351056273,0.29098622194026,1
