"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.175308747052068,0.200160813100151,0.225761435426949,0
"2","theta[1]",0.176850998423958,0.199870118779751,0.22482930961967,0.05
"3","theta[1]",0.173868901836187,0.199129268457007,0.224280184349986,0.1
"4","theta[1]",0.173240681620324,0.198610544615482,0.224153312743415,0.15
"5","theta[1]",0.17317083783109,0.198388200127766,0.224883465627172,0.2
"6","theta[1]",0.173730398318506,0.197945376610142,0.222332555821318,0.25
"7","theta[1]",0.173932346988121,0.197581694287916,0.223515056503742,0.3
"8","theta[1]",0.17220074339082,0.196607345579337,0.223121223211501,0.35
"9","theta[1]",0.17361212646056,0.196944046458478,0.221513077451866,0.4
"10","theta[1]",0.172788502040922,0.196258424092011,0.220587192201992,0.45
"11","theta[1]",0.172196042266155,0.19538726125774,0.219787203420052,0.5
"12","theta[1]",0.171825186631207,0.19487643010432,0.220013894800986,0.55
"13","theta[1]",0.172491862114675,0.194755158623589,0.219403074738061,0.6
"14","theta[1]",0.170775671225315,0.194422208610883,0.218575385528028,0.65
"15","theta[1]",0.171299300650117,0.194514804541874,0.21970638868511,0.7
"16","theta[1]",0.171559146812748,0.193212350160955,0.216416894218483,0.75
"17","theta[1]",0.169765255631562,0.193260781011253,0.216853639018868,0.8
"18","theta[1]",0.170467999002524,0.192984347550671,0.215514303621484,0.85
"19","theta[1]",0.170036054576174,0.192143362659943,0.215862222716569,0.9
"20","theta[1]",0.169217764075394,0.192235002461233,0.216314400914479,0.95
"21","theta[1]",0.169091640514915,0.19154253709893,0.215206557651364,1
