"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.0294084902138756,0.490664118892424,0.97465564366405,0
"2","theta[1]",0.016290706602051,0.216150893356816,0.560441699918648,0.05
"3","theta[1]",0.020734210369215,0.166242494239893,0.406354681258685,0.1
"4","theta[1]",0.0317835738408846,0.145664713406875,0.326337329867038,0.170833333333333
"5","theta[1]",0.0303898470171081,0.128388670940756,0.276524273716898,0.241666666666667
"6","theta[1]",0.0383941588260574,0.126165443260575,0.253768545207394,0.3125
"7","theta[1]",0.0405774745371924,0.117919644150849,0.230152487224364,0.383333333333333
"8","theta[1]",0.0409567665198914,0.116641366427399,0.223322386502229,0.454166666666667
"9","theta[1]",0.0440872460159202,0.11443845742463,0.213326275550841,0.525
"10","theta[1]",0.047577623838658,0.112389297856052,0.198916400891832,0.595833333333333
"11","theta[1]",0.0475405241899373,0.112207304017471,0.196725417140095,0.666666666666667
"12","theta[1]",0.0544209356265852,0.112158766524708,0.18768483087394,0.7375
"13","theta[1]",0.0516549856115536,0.110149780017432,0.182792081190836,0.808333333333333
"14","theta[1]",0.0556741164712371,0.110744885583465,0.185442548114853,0.879166666666667
"15","theta[1]",0.0551776693921046,0.108879985438317,0.174735935193245,0.95
"16","theta[1]",0.0552118607732919,0.105833446884917,0.170432557944636,1
