"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.177290899346335,0.200830116545539,0.225280235809009,0
"2","theta[1]",0.172567934683046,0.195481457937539,0.219092988981926,0.05
"3","theta[1]",0.168691899687802,0.191800934520686,0.215907158918675,0.1
"4","theta[1]",0.164590182653525,0.187434602989895,0.209717855028788,0.15
"5","theta[1]",0.162497972260151,0.184362594249638,0.206711577090331,0.2
"6","theta[1]",0.160669652362393,0.180531294006763,0.20129922120798,0.25
"7","theta[1]",0.157165067098373,0.177484630618646,0.198897579886753,0.3
"8","theta[1]",0.155515498944474,0.174492582862695,0.195489741257255,0.35
"9","theta[1]",0.152495269247893,0.171384409363485,0.191033286242513,0.4
"10","theta[1]",0.150760062251217,0.169640672667975,0.190572077604276,0.45
"11","theta[1]",0.148920629316157,0.16698309825099,0.186593332613156,0.5
"12","theta[1]",0.147773651154004,0.164947243979828,0.183666803564105,0.55
"13","theta[1]",0.14499586118649,0.162787578919257,0.181634659578698,0.6
"14","theta[1]",0.143817933010746,0.160947394352707,0.178399769423982,0.65
"15","theta[1]",0.1417271928499,0.158994789937359,0.176118466726583,0.7
"16","theta[1]",0.141650351177541,0.157899190329703,0.175029053829916,0.75
"17","theta[1]",0.139540190793862,0.155614639082317,0.172509970005695,0.8
"18","theta[1]",0.138319609681649,0.154182480091067,0.171073219821167,0.85
"19","theta[1]",0.136937745148811,0.153005075006031,0.169853068389103,0.9
"20","theta[1]",0.136257757691585,0.151872959553249,0.167932279995866,0.95
"21","theta[1]",0.135169161089404,0.150195965161293,0.165681877469172,1
