"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.0316421684559118,0.506444807791598,0.970280452458845,0
"2","theta[1]",0.044035356468718,0.285039756068289,0.650693077304431,0.05
"3","theta[1]",0.0584543923428083,0.244712466146866,0.52804615179122,0.1
"4","theta[1]",0.0866856282520311,0.222926729846878,0.41089347802235,0.221428571428571
"5","theta[1]",0.0984696107488642,0.214265728875338,0.358904052632034,0.342857142857143
"6","theta[1]",0.113094071463108,0.212450210989932,0.336208714384446,0.464285714285714
"7","theta[1]",0.119758015672901,0.208836472903099,0.3218701918326,0.585714285714286
"8","theta[1]",0.127193547689192,0.209717573532806,0.30658976292881,0.707142857142857
"9","theta[1]",0.13086080616335,0.20664397967165,0.300659956045943,0.828571428571429
"10","theta[1]",0.131744278951156,0.205857577238189,0.289936001991243,0.95
"11","theta[1]",0.133258967946581,0.206045862851734,0.290002028739012,1
