"","parameter","lwr","mean","upr","a_0"
"1","theta[1]",0.019639961448745,0.487738109102417,0.973736306712432,0
"2","theta[1]",0.114399718263661,0.21026233141538,0.330645920053028,0.05
"3","theta[1]",0.132796502099405,0.206407134081693,0.290368437081101,0.1
"4","theta[1]",0.147039192720904,0.203573355917364,0.268223450660971,0.170833333333333
"5","theta[1]",0.155916028753617,0.20245009668062,0.25658269567506,0.241666666666667
"6","theta[1]",0.158314196997062,0.2020769606903,0.245752200969799,0.3125
"7","theta[1]",0.162097809007328,0.201141052345018,0.24433437688204,0.383333333333333
"8","theta[1]",0.165067060013637,0.20132014282393,0.238774248462042,0.454166666666667
"9","theta[1]",0.16831811258163,0.200536672876514,0.234776595439264,0.525
"10","theta[1]",0.169842483369503,0.201647986502807,0.236253802705716,0.595833333333333
"11","theta[1]",0.173407308463731,0.201348462684932,0.232816394915176,0.666666666666667
"12","theta[1]",0.172368129256244,0.200377892448556,0.229895816110226,0.7375
"13","theta[1]",0.174059756675787,0.200386863590129,0.228437902873922,0.808333333333333
"14","theta[1]",0.174196639800171,0.200386925270324,0.227338077493877,0.879166666666667
"15","theta[1]",0.175215186689927,0.200529376234342,0.225759331083109,0.95
"16","theta[1]",0.176620363009461,0.200931359457933,0.225935293967657,1
