"","parameter","lwr","mean","upr","a_0"
"1","mu[1]",-2.91686171815475,-1.08185853579705,2.00787762870391,0
"2","sigma[1]",0.534526935487207,3.89823051805348,9.51526618842437,0
"3","mu[1]",-0.666190717009296,-0.029048281411592,0.630375166261356,0.05
"4","sigma[1]",0.416770744491098,0.810682750329153,1.77063961564026,0.05
"5","mu[1]",-0.155706570993356,-0.0878770333668346,-0.0201290434961501,0.760714285714286
"6","sigma[1]",0.185912887419566,0.230741230202075,0.290247099987116,0.760714285714286
"7","mu[1]",-0.130797978315913,-0.0942079278137077,-0.0578821732009674,1.47142857142857
"8","sigma[1]",0.142087993628945,0.166463064337476,0.195594263257714,1.47142857142857
"9","mu[1]",-0.120142290022719,-0.0955228314245356,-0.0703987927322276,2.18214285714286
"10","sigma[1]",0.119329471650967,0.136588957930689,0.156914646373911,2.18214285714286
"11","mu[1]",-0.115175497456424,-0.0965104125143583,-0.0774169314393945,2.89285714285714
"12","sigma[1]",0.106609537516091,0.118830079722621,0.132661135303458,2.89285714285714
"13","mu[1]",-0.112678624498382,-0.097499826411657,-0.0822618877518531,3.60357142857143
"14","sigma[1]",0.096391053325834,0.106457293549101,0.118139474570999,3.60357142857143
"15","mu[1]",-0.110809198270103,-0.0978298158931966,-0.0849027715254526,4.31428571428571
"16","sigma[1]",0.088714362670722,0.097388650000205,0.106589378835708,4.31428571428571
"17","mu[1]",-0.109774592701427,-0.0981779476667951,-0.0871247557297512,5.025
"18","sigma[1]",0.0827780888011088,0.0902875068152479,0.0985622124885868,5.025
"19","mu[1]",-0.108151956928335,-0.0983577642907315,-0.0888627078540086,5.73571428571428
"20","sigma[1]",0.0779978488996037,0.0844898511276564,0.0915575907305183,5.73571428571428
"21","mu[1]",-0.106832154476169,-0.0985162256908104,-0.0898043507204062,6.44642857142857
"22","sigma[1]",0.0742164712625797,0.0797528822390183,0.0863735195514477,6.44642857142857
"23","mu[1]",-0.106399079579754,-0.0987314366372821,-0.0911169080342531,7.15714285714286
"24","sigma[1]",0.0702742851566147,0.0756497737457966,0.0814182032952729,7.15714285714286
"25","mu[1]",-0.10586412751252,-0.098760963663275,-0.091723866120424,7.86785714285714
"26","sigma[1]",0.0673544959553579,0.0721487704910832,0.0775754544932639,7.86785714285714
"27","mu[1]",-0.105470137383935,-0.0988710114201465,-0.0925376114603038,8.57857142857143
"28","sigma[1]",0.0647758730828522,0.0690276282928611,0.0737354615465848,8.57857142857143
"29","mu[1]",-0.105046988244611,-0.0989678671626284,-0.0927864840102885,9.28928571428571
"30","sigma[1]",0.0623170114635142,0.0664738419521357,0.070962628743693,9.28928571428571
"31","mu[1]",-0.104698362748827,-0.0990690946450655,-0.0935073920981074,10
"32","sigma[1]",0.0602297247668452,0.0639932680498808,0.0680205292179674,10
