"a0","lc_a0","deriv_lc","second_deriv_lc"
0,0.00417625234065044,-101.01499377534,5012.83230726843
0.05,-3.39855081560721,-58.1209773270772,139.666628501255
0.1,-6.20221781010551,-54.5405733319789,44.540007711114
0.15,-8.89498208049333,-53.2275441024649,19.5591017556617
0.2,-11.5276178410031,-52.4518164709787,11.1867879591632
0.25,-14.1381196125813,-51.9859210156843,7.22216334009772
0.3,-16.730457453153,-51.6365174996153,5.1164761709083
0.35,-19.3000325694608,-51.4503118622963,3.99189891519973
0.4,-21.8715794099455,-51.2938092459578,3.0569892669896
0.45,-24.430133510082,-51.1230054834492,2.45516159598264
0.5,-26.9846312764211,-51.055498747089,1.98241724924173
0.55,-29.532479168745,-50.9312293154494,1.62125355153421
0.6,-32.0769688646687,-50.8853428657537,1.40555175071586
0.65,-34.6193783093747,-50.7806553389793,1.11268558579695
0.7,-37.1568347493118,-50.7353445846691,1.01941643004966
0.75,-39.6933080037267,-50.7274108566959,0.924075985995842
0.8,-42.2293325909572,-50.6478665378079,0.727680903230066
0.85,-44.7578302525429,-50.6320756586807,0.703596037376883
0.9,-47.2878391436283,-50.5752490343899,0.567756769935386
0.95,-49.8177102465467,-50.5495403184658,0.48392417715695
1,-52.3456798843358,-50.548777669919,0.502532570948915
