"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-0.0019759865989426,-974.74117664488,410060.043600135
0.05,-26.9852850470912,-510.323683428105,200.788611426164
0.1,-52.3495132782623,-505.256656233516,51.2949874231417
0.15,-77.5678231514309,-503.787488372718,22.3340528629778
0.2,-102.73088642159,-502.912006560253,12.7088975209044
0.25,-127.859889046574,-502.379760263848,7.43424791414873
0.3,-152.972585441158,-502.041184003201,5.06700082041789
0.35,-178.071016502208,-501.825022722463,4.21057174153975
0.4,-203.156395044844,-501.661612776149,3.19328373263124
0.45,-228.234403866957,-501.500665905475,2.54461262273253
0.5,-253.30514105206,-501.381318855278,1.87667099788086
0.55,-278.374797921091,-501.297495418979,1.60142337830621
0.6,-303.439292580826,-501.271461003123,1.4769021976681
0.65,-328.498373443259,-501.193040955038,1.25018651559367
0.7,-353.55460867377,-501.141460476611,1.08004228532081
0.75,-378.60971674937,-501.071711686789,0.978274697990855
0.8,-403.664735538648,-501.040528006616,0.769119381933706
0.85,-428.711284607808,-500.965886082256,0.658513212809339
0.9,-453.762721637857,-500.918672212629,0.539308954204898
0.95,-478.808142707809,-500.925488403786,0.534892114286777
1,-503.854737165016,-500.876233062097,0.456657292641466
