"a0","deriv_lc","second_deriv_lc"
0,-50.473860413841,0.409393663175251
0.05,-50.5261970124322,0.477228752614792
0.1,-50.5018620256382,0.425859828480043
0.221428571428571,-50.4787913233188,0.382075110194364
0.342857142857143,-50.3990952640489,0.249390532839243
0.464285714285714,-50.3640445772886,0.207313658619569
0.585714285714286,-50.3524429776934,0.196509533985591
0.707142857142857,-50.324085673396,0.162201943975106
0.828571428571429,-50.2990866340127,0.128605463372423
0.95,-50.2941273607876,0.131030546487182
1,-50.2993187014792,0.136054658506509
