"a0","lc_a0","deriv_lc","second_deriv_lc"
0,0.122778800746524,-42411.5946371209,115975214.212292
0.05,-288.728218563248,-3055.60159872771,19730.3429221939
0.1,-425.673891527707,-2543.85606062227,5365.40240464546
0.15,-547.96066505869,-2372.60447216452,2325.44857165776
0.2,-664.246472547244,-2286.63098186873,1296.87401938252
0.25,-777.255905207882,-2234.82721715452,820.903031969443
0.3,-888.010509141461,-2200.91535021601,571.404364889488
0.35,-997.433753854106,-2176.92878889969,417.334530288354
0.4,-1105.84612844728,-2158.1042803644,295.737937152386
0.45,-1213.3978375005,-2144.27278989123,254.976355739869
0.5,-1320.43660507102,-2133.51945531228,213.430002072826
0.55,-1426.81905525387,-2123.78321318377,173.200669299811
0.6,-1532.69737729544,-2116.63415468487,140.789337844588
0.65,-1638.39470646686,-2110.2105299254,122.031954551116
0.7,-1743.61524616511,-2104.20656758637,106.670694336295
0.75,-1848.84093277039,-2099.48842185141,87.7208389947191
0.8,-1953.68260324091,-2095.17561806323,82.2554093385115
0.85,-2058.34799232793,-2090.94713347411,69.1536786369979
0.9,-2162.83836015737,-2087.9694568451,64.1360789854079
0.95,-2267.10783581556,-2084.78242193722,52.7669992214069
1,-2371.23180567016,-2082.26376694079,51.5164407212287
