"a0","lc_a0","deriv_lc","second_deriv_lc"
0,0.000143402009645355,-99.8962711926543,4348.13953458533
0.05,-3.39611959267409,-58.3331175981978,146.937691532682
0.1,-6.20702384609833,-54.6849660000715,42.305713873056
0.221428571428571,-12.651895218685,-52.1172367562528,8.7288924049094
0.342857142857143,-18.939275006152,-51.4424647278168,3.98800722722672
0.464285714285714,-25.1588993859606,-51.0723006290335,1.95617187699463
0.585714285714286,-31.3490220768069,-50.880138278659,1.40412669246962
0.707142857142857,-37.5224294593302,-50.72070047905,0.966529845998593
0.828571428571429,-43.6784672319179,-50.6144492629328,0.705420727818364
0.95,-49.8166590547755,-50.5547389034118,0.526695398366428
1,-52.3444611657295,-50.5348031479414,0.484508201289827
